Intermediate Zone - Data Zone 2011,White: Total,Mixed or multiple ethnic group,"Asian, Asian Scottish or Asian British: Total",African: Total,Caribbean or Black: Total,Other ethnic groups: Total
S01012538,1173,3,4,0,4,3
S01012539,560,4,13,3,0,0
S01012540,697,7,0,0,0,0
S01012541,1124,4,17,0,0,2
S01012542,1349,5,2,0,0,1
S01012543,651,4,11,0,0,2
S01012544,869,4,5,1,0,0
S01012545,429,1,0,3,0,0
S01012546,851,5,4,0,1,0
S01012547,622,2,5,4,0,2
S01012548,1984,2,18,3,1,2
S01012549,501,1,0,0,0,0
S01012550,791,7,0,2,0,4
S01012551,723,6,16,0,0,4
S01012552,833,1,7,0,0,1
S01012553,889,7,4,0,0,1
S01012554,427,1,1,0,0,3
S01012555,453,0,8,0,0,2
S01012556,482,3,1,2,0,0
S01012557,605,1,0,0,0,0
S01012558,541,4,9,0,0,0
S01012559,636,5,2,1,0,2
S01012560,521,8,2,0,0,2
S01012561,705,2,6,0,0,2
S01012562,651,6,3,1,2,2
S01012563,750,0,4,0,0,2
S01012564,608,1,3,0,0,1
S01012565,700,3,3,0,0,0
S01012566,713,8,11,2,0,3
S01012567,847,6,29,2,0,5
S01012568,525,5,0,5,0,0
S01012569,921,13,13,1,0,0
S01012570,434,5,0,0,0,1
S01012571,717,3,5,0,1,0
S01012572,456,4,4,0,0,0
S01012573,871,3,11,0,0,3
S01012574,862,15,11,0,4,0
S01012575,665,9,8,2,0,1
S01012576,674,3,4,0,0,0
S01012577,1208,4,13,4,1,0
S01012578,835,7,11,1,3,1
S01012579,771,13,4,9,0,3
S01012580,832,22,2,2,0,8
S01012581,635,7,3,0,1,1
S01012582,1007,7,10,1,1,9
S01012583,692,2,4,1,0,1
S01012584,771,4,3,1,1,0
S01012585,790,3,12,4,1,0
S01012586,894,7,9,2,1,1
S01012587,829,6,8,4,0,3
S01012588,583,6,2,3,0,1
S01012589,652,3,3,3,1,1
S01012590,792,0,0,2,0,0
S01012591,686,1,0,2,0,0
S01012592,707,5,11,6,0,0
S01012593,816,2,5,4,0,1
S01012594,438,1,12,0,0,0
S01012595,571,7,16,7,0,1
S01012596,694,0,0,2,0,0
S01012597,484,2,7,4,0,4
S01012598,618,0,5,0,0,1
S01012599,639,1,13,0,0,1
S01012600,648,9,9,0,4,1
S01012601,858,6,7,1,0,2
S01012602,638,3,5,1,0,0
S01012603,573,4,1,0,1,0
S01012604,645,3,11,1,0,3
S01012605,511,1,0,5,0,2
S01012606,860,8,1,0,2,1
S01012607,693,3,3,2,0,7
S01012608,760,7,8,0,0,3
S01012609,786,5,1,1,1,0
S01012610,925,2,17,0,0,1
S01012611,1127,2,12,1,0,4
S01012612,646,2,16,0,0,1
S01012613,600,3,5,0,0,0
S01012614,943,2,16,6,0,2
S01012615,773,5,6,1,0,4
S01012616,998,8,6,0,0,0
S01012617,901,0,4,1,0,2
S01012618,487,2,2,4,0,5
S01012619,530,1,2,0,0,0
S01012620,701,8,5,0,1,0
S01012621,563,0,2,5,0,0
S01012622,784,1,6,1,2,2
S01012623,606,5,6,0,0,2
S01012624,683,3,1,0,0,10
S01012625,507,9,14,0,0,1
S01012626,452,2,3,0,0,0
S01012627,596,1,4,2,1,4
S01012628,1264,13,15,2,0,0
S01012629,490,6,5,0,2,0
S01012630,850,0,5,0,1,0
S01012631,666,3,13,2,0,3
S01012632,749,4,10,0,1,0
S01012633,608,9,4,2,1,1
S01012634,661,2,4,0,1,5
S01012635,1152,9,9,1,2,18
S01012636,799,4,7,4,0,1
S01012637,746,0,2,6,0,0
S01012638,836,3,10,0,1,2
S01012639,852,4,0,3,0,0
S01012640,801,2,3,0,0,2
S01012641,957,2,5,5,1,0
S01012642,777,1,25,0,0,0
S01012643,408,1,6,0,0,11
S01012644,668,17,3,0,0,2
S01012645,824,3,5,1,1,6
S01012646,895,3,8,1,2,1
S01012647,668,1,14,0,0,9
S01012648,519,3,0,0,0,0
S01012649,597,1,2,0,0,0
S01012650,668,0,13,0,0,0
S01012651,638,5,10,0,0,0
S01012652,1014,2,4,0,0,1
S01012653,959,3,7,8,2,4
S01012654,1279,14,53,25,0,5
S01012655,1031,4,15,0,0,4
S01012656,730,4,3,0,0,5
S01012657,483,5,17,0,0,1
S01012658,851,2,7,0,0,0
S01012659,966,4,3,0,0,2
S01012660,695,7,11,0,2,0
S01012661,766,7,16,0,0,9
S01012662,776,4,16,0,2,0
S01012663,626,0,6,0,0,0
S01012664,892,6,1,0,1,2
S01012665,765,8,4,11,0,1
S01012666,570,4,4,2,0,0
S01012667,562,1,6,3,0,0
S01012668,711,7,9,17,0,5
S01012669,581,2,1,4,0,0
S01012670,645,2,1,0,0,0
S01012671,877,7,9,3,0,5
S01012672,765,7,6,0,1,2
S01012673,638,0,1,0,0,5
S01012674,596,9,11,0,1,0
S01012675,743,4,6,0,0,0
S01012676,772,3,3,0,2,0
S01012677,585,0,1,1,0,0
S01012678,810,3,4,0,0,0
S01012679,713,1,4,2,0,2
S01012680,523,12,3,4,0,0
S01012681,913,6,12,5,1,3
S01012682,675,0,3,0,0,0
S01012683,726,1,3,3,0,0
S01012684,510,3,4,2,0,4
S01012685,724,0,1,4,3,3
S01012686,964,8,8,1,0,1
S01012687,531,7,4,2,0,2
S01012688,752,4,12,4,0,0
S01012689,484,1,0,0,1,0
S01012690,470,1,0,1,0,1
S01012691,681,1,7,2,0,0
S01012692,731,3,11,0,2,0
S01012693,1106,10,1,0,1,0
S01012694,414,3,3,5,1,0
S01012695,823,3,9,2,1,0
S01012696,917,7,8,1,0,3
S01012697,1163,5,12,0,0,2
S01012698,881,8,18,6,0,9
S01012699,1351,14,35,9,1,0
S01012700,753,2,18,0,0,0
S01012701,1341,7,33,2,1,1
S01012702,1075,6,40,7,1,4
S01012703,537,0,15,1,0,0
S01012704,708,3,8,5,1,0
S01012705,710,2,21,0,0,1
S01012706,681,3,9,7,0,9
S01012707,738,3,6,0,0,1
S01012708,621,8,1,0,1,2
S01012709,547,7,33,0,1,7
S01012710,636,4,13,4,2,0
S01012711,897,3,22,3,0,0
S01012712,749,7,23,6,0,4
S01012713,704,5,19,6,0,2
S01012714,606,5,15,2,0,3
S01012715,559,6,51,20,0,4
S01012716,809,8,34,5,0,12
S01012717,970,15,78,17,3,6
S01012718,821,8,34,8,1,14
S01012719,903,7,56,2,0,8
S01012720,391,2,25,4,3,2
S01012721,594,2,6,0,0,0
S01012722,630,8,31,4,3,6
S01012723,642,4,6,1,0,1
S01012724,683,6,31,9,0,3
S01012725,803,7,51,14,3,6
S01012726,590,2,28,2,0,1
S01012727,613,9,19,0,2,1
S01012728,766,10,10,1,4,7
S01012729,756,3,14,1,0,3
S01012730,530,0,11,6,0,0
S01012731,748,6,5,0,0,5
S01012732,582,13,15,5,1,0
S01012733,2358,30,98,17,1,5
S01012734,558,8,35,0,0,2
S01012735,429,1,5,0,0,0
S01012736,953,7,6,0,0,2
S01012737,742,0,9,1,3,0
S01012738,560,4,8,1,0,4
S01012739,782,6,82,13,4,7
S01012740,929,6,53,23,3,5
S01012741,479,0,6,0,2,0
S01012742,601,13,13,1,0,3
S01012743,500,0,4,0,0,0
S01012744,584,2,5,1,0,0
S01012745,1088,6,13,0,1,0
S01012746,679,13,12,6,0,2
S01012747,782,3,7,5,0,6
S01012748,774,5,37,4,0,0
S01012749,781,6,34,20,3,5
S01012750,797,4,29,16,0,3
S01012751,753,5,16,10,1,12
S01012752,711,6,15,9,0,5
S01012753,447,3,4,1,0,0
S01012754,588,5,1,2,0,4
S01012755,392,1,11,3,0,2
S01012756,439,4,0,1,0,0
S01012757,380,0,4,1,0,12
S01012758,562,5,10,0,0,0
S01012759,704,4,4,6,0,2
S01012760,930,6,18,21,0,4
S01012761,624,2,8,3,0,3
S01012762,626,3,1,0,0,0
S01012763,388,0,6,0,0,0
S01012764,692,2,7,5,0,4
S01012765,648,5,5,4,1,0
S01012766,840,2,14,0,0,6
S01012767,524,2,2,0,0,0
S01012768,633,4,3,9,1,0
S01012769,382,0,0,0,0,1
S01012770,833,4,2,6,0,1
S01012771,561,7,5,7,2,1
S01012772,630,3,0,0,0,0
S01012773,829,2,25,0,0,3
S01012774,764,8,21,13,7,8
S01012775,373,1,1,2,0,0
S01012776,614,2,6,2,0,10
S01012777,907,6,33,0,0,6
S01012778,639,1,30,1,0,2
S01012779,472,6,5,3,0,0
S01012780,657,1,13,0,0,2
S01012781,782,5,9,1,0,3
S01012782,483,4,15,6,0,3
S01012783,621,8,13,10,0,1
S01012784,629,3,13,10,0,5
S01012785,632,3,9,15,0,11
S01012786,545,8,31,10,0,16
S01012787,460,2,25,0,0,1
S01012788,593,13,14,5,0,13
S01012789,655,4,43,0,0,4
S01012790,598,5,18,2,0,0
S01012791,730,1,8,2,0,0
S01012792,945,2,12,1,3,6
S01012793,621,7,12,7,1,0
S01012794,585,7,47,9,0,10
S01012795,930,14,14,5,0,3
S01012796,737,10,5,22,1,0
S01012797,658,4,21,2,0,1
S01012798,996,5,32,2,2,6
S01012799,838,10,23,5,0,3
S01012800,783,11,21,6,1,5
S01012801,408,3,7,4,0,3
S01012802,484,2,67,0,0,4
S01012803,574,2,14,0,0,1
S01012804,663,5,3,4,0,0
S01012805,837,4,6,1,0,5
S01012806,801,2,15,7,0,0
S01012807,582,11,34,0,0,3
S01012808,2144,24,20,11,1,5
S01012809,580,6,12,3,0,5
S01012810,785,11,3,1,0,3
S01012811,737,4,9,0,0,1
S01012812,563,4,4,1,0,0
S01012813,919,7,8,1,0,3
S01012814,753,2,49,0,0,0
S01012815,859,17,87,6,0,5
S01012816,492,7,60,12,0,4
S01012817,466,2,82,5,1,1
S01012818,721,10,71,0,0,0
S01012819,671,4,12,6,3,0
S01012820,4154,52,375,67,4,23
S01012821,581,19,193,19,1,8
S01012822,374,4,5,27,0,0
S01012823,700,8,65,0,0,10
S01012824,619,10,31,9,1,5
S01012825,442,2,7,0,0,4
S01012826,512,14,20,1,0,1
S01012827,498,2,217,12,0,10
S01012828,860,17,65,8,0,3
S01012829,719,12,37,6,0,5
S01012830,676,3,42,0,1,1
S01012831,619,6,10,10,0,6
S01012832,604,9,4,14,0,2
S01012833,699,6,18,11,0,0
S01012834,688,3,23,11,0,1
S01012835,878,18,27,3,0,10
S01012836,628,4,75,9,0,2
S01012837,548,11,18,8,0,5
S01012838,656,3,8,7,0,9
S01012839,563,8,9,1,0,3
S01012840,823,10,41,0,3,2
S01012841,500,2,20,1,1,0
S01012842,440,0,23,0,0,0
S01012843,828,24,48,1,1,6
S01012844,650,1,17,3,0,0
S01012845,743,23,18,4,0,0
S01012846,780,7,21,7,1,4
S01012847,515,2,7,18,0,1
S01012848,686,11,19,5,4,2
S01012849,635,3,33,0,2,1
S01012850,692,8,9,1,0,2
S01012851,766,6,18,11,0,2
S01012852,692,6,17,0,3,6
S01012853,721,2,31,0,0,4
S01012854,698,6,9,0,0,0
S01012855,550,7,17,2,0,3
S01012856,1303,10,38,7,0,2
S01012857,794,2,17,4,0,2
S01012858,652,0,22,4,0,1
S01012859,881,16,116,16,0,2
S01012860,847,4,21,2,0,4
S01012861,603,11,41,0,3,5
S01012862,456,6,33,7,0,16
S01012863,631,13,40,15,0,10
S01012864,625,3,21,17,0,16
S01012865,750,4,7,0,2,1
S01012866,691,2,29,8,0,21
S01012867,654,1,21,19,0,0
S01012868,463,2,56,9,0,4
S01012869,533,4,10,1,0,20
S01012870,871,5,11,0,0,1
S01012871,691,10,89,6,0,1
S01012872,585,6,121,6,0,16
S01012873,614,6,56,8,0,1
S01012874,756,6,36,12,1,8
S01012875,503,6,14,6,0,17
S01012876,1002,3,19,25,0,13
S01012877,732,4,4,7,0,0
S01012878,1310,7,5,12,1,4
S01012879,695,4,21,0,1,0
S01012880,861,5,10,1,1,2
S01012881,848,11,17,0,0,1
S01012882,467,7,9,15,0,7
S01012883,439,8,12,9,0,5
S01012884,454,3,1,7,0,0
S01012885,547,7,14,26,0,4
S01012886,755,6,43,0,0,6
S01012887,704,6,10,1,0,3
S01012888,788,6,3,8,0,3
S01012889,994,6,59,0,0,6
S01012890,774,12,24,9,1,2
S01012891,455,0,6,3,0,4
S01012892,1204,7,31,11,0,7
S01012893,663,7,15,35,1,1
S01012894,2359,23,57,18,1,19
S01012895,1308,17,82,31,1,11
S01012896,716,6,4,3,0,2
S01012897,1033,17,28,11,0,0
S01012898,518,6,25,0,0,0
S01012899,430,3,3,6,2,1
S01012900,3185,26,172,46,4,11
S01012901,657,9,19,12,0,0
S01012902,664,13,3,3,0,6
S01012903,760,8,13,0,1,1
S01012904,849,14,12,4,0,0
S01012905,585,1,17,2,0,0
S01012906,766,2,8,0,0,0
S01012907,879,9,6,4,0,3
S01012908,670,4,5,2,0,2
S01012909,474,2,4,3,1,0
S01012910,821,7,7,2,1,0
S01012911,734,0,6,0,0,1
S01012912,624,7,2,1,0,6
S01012913,765,11,7,1,0,6
S01012914,772,10,25,4,0,4
S01012915,1133,16,37,2,1,10
S01012916,615,6,6,8,0,1
S01012917,619,7,9,3,0,2
S01012918,486,0,8,3,0,1
S01012919,390,0,1,2,0,0
S01012920,555,0,4,2,0,0
S01012921,605,10,7,4,0,4
S01012922,1245,8,9,12,0,2
S01012923,660,6,5,2,0,2
S01012924,446,0,3,2,0,0
S01012925,469,1,4,0,0,0
S01012926,627,5,13,5,0,5
S01012927,709,12,23,4,0,1
S01012928,825,8,14,5,0,2
S01012929,692,7,6,0,0,0
S01012930,699,9,13,0,0,3
S01012931,1006,8,49,7,1,6
S01012932,469,2,16,0,0,0
S01012933,788,12,9,1,0,2
S01012934,794,2,28,0,1,0
S01012935,838,6,13,6,2,3
S01012936,662,8,31,5,0,6
S01012937,615,3,12,0,0,2
S01012938,630,2,26,6,0,6
S01012939,536,2,39,0,2,3
S01012940,595,6,12,1,0,3
S01012941,687,9,26,7,3,1
S01012942,685,5,16,2,0,7
S01012943,639,9,22,0,0,9
S01012944,438,5,4,0,0,1
S01012945,875,4,36,8,2,4
S01012946,684,10,42,0,0,2
S01012947,369,1,15,0,0,5
S01012948,586,3,4,3,2,2
S01012949,626,4,18,1,0,0
S01012950,786,3,34,7,0,5
S01012951,1057,4,49,15,0,10
S01012952,1058,17,91,8,0,12
S01012953,563,5,14,1,0,2
S01012954,440,1,1,2,0,4
S01012955,981,11,26,27,6,10
S01012956,930,7,20,5,0,4
S01012957,514,4,9,3,0,0
S01012958,575,4,17,0,2,1
S01012959,483,1,8,0,0,0
S01012960,527,0,4,5,1,1
S01012961,534,3,1,1,1,0
S01012962,561,0,8,0,0,0
S01012963,624,6,42,0,0,1
S01012964,653,4,37,1,0,0
S01012965,677,3,36,0,0,0
S01012966,1310,8,38,21,3,7
S01012967,447,2,11,1,0,3
S01012968,577,3,4,0,0,1
S01012969,723,16,31,4,0,3
S01012970,534,0,6,7,0,0
S01012971,787,13,31,10,0,2
S01012972,709,5,16,4,0,3
S01012973,739,10,34,4,0,4
S01012974,1187,5,8,0,0,14
S01012975,553,1,0,4,0,0
S01012976,562,6,11,6,0,10
S01012977,630,5,11,22,0,3
S01012978,634,6,20,2,0,0
S01012979,597,3,42,0,0,0
S01012980,583,6,6,3,0,1
S01012981,653,4,4,0,6,7
S01012982,729,9,0,0,0,0
S01012983,697,6,6,10,0,4
S01012984,556,3,25,2,0,6
S01012985,706,2,7,3,0,0
S01012986,854,4,18,2,0,0
S01012987,656,2,12,0,0,0
S01012988,817,4,16,2,4,3
S01012989,936,6,25,0,0,1
S01012990,564,2,20,0,0,0
S01012991,784,11,24,3,0,5
S01012992,709,4,22,2,0,1
S01012993,669,5,5,0,0,5
S01012994,762,10,32,3,0,9
S01012995,700,9,1,1,0,2
S01012996,559,5,6,0,0,2
S01012997,413,4,7,1,0,0
S01012998,945,6,18,0,3,2
S01012999,410,7,18,2,0,1
S01013000,612,8,7,0,0,8
S01013001,307,0,2,0,3,1
S01013002,495,3,6,0,0,0
S01013003,559,2,1,0,0,1
S01013004,640,6,4,0,0,0
S01013005,920,6,9,1,0,3
S01013006,360,3,9,0,0,2
S01013007,975,6,11,0,3,2
S01013008,897,7,12,0,5,2
S01013009,572,7,3,0,1,0
S01013010,670,6,5,0,0,0
S01013011,640,8,9,7,0,1
S01013012,582,7,2,2,0,0
S01013013,977,14,14,3,0,1
S01013014,809,6,3,0,1,2
S01013015,746,5,8,0,0,2
S01013016,537,6,1,0,3,5
S01013017,833,8,6,1,0,7
S01013018,902,8,4,1,0,1
S01013019,866,5,1,2,2,3
S01013020,474,3,7,0,0,0
S01013021,465,3,5,0,0,1
S01013022,480,2,5,3,1,0
S01013023,777,7,9,3,0,6
S01013024,509,4,12,0,0,0
S01013025,1051,8,42,0,1,2
S01013026,969,4,19,1,1,0
S01013027,916,2,18,5,1,0
S01013028,499,5,1,0,0,0
S01013029,625,0,2,0,2,0
S01013030,636,2,2,0,0,1
S01013031,619,9,3,4,0,1
S01013032,772,6,14,4,0,2
S01013033,724,6,22,1,3,0
S01013034,647,1,5,0,0,0
S01013035,656,5,3,1,0,0
S01013036,701,2,1,0,0,0
S01013037,687,0,10,1,0,0
S01013038,902,5,18,1,0,3
S01013039,452,0,25,4,1,0
S01013040,594,2,5,0,0,1
S01013041,502,2,19,0,4,0
S01013042,749,11,30,1,5,5
S01013043,641,1,36,0,0,9
S01013044,670,3,19,1,2,7
S01013045,659,0,30,4,4,2
S01013046,466,0,10,0,1,0
S01013047,828,6,32,0,0,2
S01013048,628,13,21,3,2,3
S01013049,747,3,42,4,1,1
S01013050,704,3,11,1,0,1
S01013051,833,4,9,0,0,2
S01013052,767,0,20,0,0,2
S01013053,568,5,30,6,4,1
S01013054,502,2,6,0,0,8
S01013055,602,1,11,9,0,7
S01013056,1106,15,44,12,0,9
S01013057,880,15,54,7,0,3
S01013058,643,6,41,0,0,4
S01013059,1034,8,21,5,0,5
S01013060,508,13,7,1,0,1
S01013061,875,4,5,0,0,9
S01013062,853,15,21,1,1,4
S01013063,768,9,12,0,3,3
S01013064,740,11,21,8,0,0
S01013065,704,10,41,17,0,4
S01013066,764,17,59,16,0,8
S01013067,813,25,65,11,3,28
S01013068,690,15,43,8,0,9
S01013069,663,17,35,16,0,9
S01013070,502,18,35,15,17,10
S01013071,880,43,50,17,2,26
S01013072,616,9,19,6,0,1
S01013073,1283,21,88,20,4,14
S01013074,1002,11,26,20,0,10
S01013075,817,6,35,15,4,4
S01013076,678,17,29,4,0,6
S01013077,702,3,14,0,0,3
S01013078,577,0,30,8,0,2
S01013079,1097,17,61,4,0,4
S01013080,703,10,10,3,1,7
S01013081,1015,10,34,11,0,6
S01013082,784,6,16,0,2,2
S01013083,1758,72,231,63,4,61
S01013084,701,8,9,1,0,2
S01013085,463,12,89,22,0,11
S01013086,782,12,46,11,0,5
S01013087,786,17,26,6,1,8
S01013088,804,3,6,4,0,3
S01013089,737,0,9,9,0,8
S01013090,701,11,15,1,0,12
S01013091,629,22,99,15,4,27
S01013092,758,20,39,0,0,4
S01013093,470,6,6,1,0,1
S01013094,556,0,0,0,6,3
S01013095,691,5,8,0,0,0
S01013096,674,23,24,3,9,29
S01013097,962,10,15,4,0,0
S01013098,666,8,9,0,2,0
S01013099,855,10,11,2,1,5
S01013100,656,1,3,0,0,0
S01013101,846,10,8,5,0,4
S01013102,578,3,6,0,0,0
S01013103,883,8,12,0,2,1
S01013104,827,10,18,0,0,2
S01013105,893,7,23,0,0,0
S01013106,738,6,2,1,1,2
S01013107,1305,7,4,7,3,0
S01013108,654,0,2,3,0,4
S01013109,1299,10,11,1,1,3
S01013110,595,7,1,0,0,3
S01013111,360,4,3,0,0,0
S01013112,539,10,4,0,0,4
S01013113,781,4,6,0,0,1
S01013114,837,7,17,1,0,2
S01013115,570,4,8,2,2,6
S01013116,758,5,3,0,2,4
S01013117,556,11,4,1,1,0
S01013118,480,6,3,0,2,0
S01013119,741,8,4,1,0,1
S01013120,921,1,7,0,0,1
S01013121,352,2,5,0,0,3
S01013122,161,0,2,4,0,4
S01013123,961,9,14,3,0,9
S01013124,591,4,3,0,1,2
S01013125,744,4,6,2,0,9
S01013126,649,11,13,6,0,8
S01013127,759,40,18,9,4,4
S01013128,656,6,16,18,0,2
S01013129,1060,1,70,11,0,5
S01013130,636,9,47,48,1,38
S01013131,581,12,2,3,7,3
S01013132,524,2,4,0,2,1
S01013133,985,3,28,7,3,5
S01013134,715,2,15,3,0,7
S01013135,776,13,26,7,0,16
S01013136,805,14,13,3,1,4
S01013137,670,1,22,5,0,0
S01013138,917,15,29,21,2,21
S01013139,682,15,14,0,0,3
S01013140,620,10,16,5,0,7
S01013141,913,8,29,12,2,7
S01013142,866,6,17,8,0,1
S01013143,667,3,18,0,0,0
S01013144,836,3,0,0,0,0
S01013145,661,1,9,1,0,4
S01013146,471,2,4,0,0,0
S01013147,783,5,25,4,2,0
S01013148,647,0,21,2,0,0
S01013149,742,10,3,0,2,0
S01013150,757,3,25,3,0,0
S01013151,444,0,6,0,0,0
S01013152,851,8,8,0,0,0
S01013153,837,5,1,21,0,5
S01013154,829,4,6,14,0,10
S01013155,783,8,18,30,0,2
S01013156,703,17,17,11,0,1
S01013157,951,7,18,29,0,24
S01013158,703,3,0,1,0,0
S01013159,493,0,27,0,0,3
S01013160,811,3,2,0,2,1
S01013161,976,11,1,0,5,6
S01013162,759,1,4,0,0,3
S01013163,563,3,4,0,0,0
S01013164,884,4,8,27,0,10
S01013165,863,0,10,2,0,0
S01013166,693,8,18,15,0,14
S01013167,697,6,24,9,0,2
S01013168,840,10,9,2,0,1
S01013169,810,4,8,7,0,1
S01013170,384,3,4,0,0,0
S01013171,537,7,4,0,0,5
S01013172,666,5,2,2,2,4
S01013173,680,3,4,0,1,4
S01013174,685,4,0,0,0,4
S01013175,829,2,1,0,0,1
S01013176,570,4,1,2,0,0
S01013177,544,2,0,3,0,0
S01013178,636,0,0,1,1,0
S01013179,741,1,6,0,1,1
S01013180,382,0,8,0,0,0
S01013181,651,1,3,3,0,0
S01013182,664,0,10,0,0,5
S01013183,775,2,16,0,0,0
S01013184,327,0,6,0,0,8
S01013185,657,3,0,0,0,0
S01013186,640,8,6,6,1,0
S01013187,692,2,3,0,0,6
S01013188,1012,14,3,12,3,1
S01013189,434,1,5,0,0,1
S01013190,773,5,11,6,0,2
S01013191,1267,9,19,5,4,0
S01013192,744,7,29,0,1,1
S01013193,1130,4,6,11,0,4
S01013194,456,6,3,5,0,0
S01013195,1290,16,17,11,0,9
S01013196,545,4,12,0,0,4
S01013197,618,3,2,0,0,2
S01013198,1351,11,17,4,0,1
S01013199,860,6,50,0,0,4
S01013200,641,10,19,3,0,15
S01013201,783,22,4,6,1,0
S01013202,528,7,11,18,0,0
S01013203,646,6,7,2,0,1
S01013204,653,5,14,4,0,0
S01013205,620,9,7,4,0,0
S01013206,556,1,1,2,0,0
S01013207,1005,9,10,2,1,7
S01013208,849,1,11,1,0,1
S01013209,735,7,4,2,0,6
S01013210,626,2,8,0,0,1
S01013211,738,6,6,2,1,1
S01013212,488,5,3,5,2,2
S01013213,489,5,8,0,0,0
S01013214,365,1,0,0,0,0
S01013215,1468,10,9,1,0,10
S01013216,410,2,1,1,0,3
S01013217,662,0,1,0,0,2
S01013218,489,1,2,0,0,0
S01013219,429,0,0,0,0,0
S01013220,555,4,2,1,0,0
S01013221,836,6,11,0,0,1
S01013222,585,3,3,0,0,3
S01013223,975,7,9,1,0,3
S01013224,783,4,1,0,0,1
S01013225,744,6,4,2,2,3
S01013226,501,1,4,2,0,0
S01013227,652,0,4,0,0,2
S01013228,642,6,6,0,1,3
S01013229,708,4,4,0,0,0
S01013230,571,2,0,0,0,0
S01013231,588,5,2,1,0,1
S01013232,678,5,5,0,0,0
S01013233,584,8,8,1,1,2
S01013234,352,4,6,3,0,0
S01013235,677,0,2,1,0,3
S01013236,820,2,1,0,0,10
S01013237,711,10,2,1,0,1
S01013238,937,3,1,0,0,2
S01013239,792,4,2,8,0,6
S01013240,478,2,2,6,3,1
S01013241,779,3,1,0,0,2
S01013242,584,16,12,2,0,1
S01013243,595,2,5,3,0,4
S01013244,666,2,1,0,0,0
S01013245,882,11,21,5,0,4
S01013246,540,6,10,9,0,3
S01013247,710,5,7,1,0,0
S01013248,590,7,4,2,1,4
S01013249,412,0,0,4,0,0
S01013250,1177,17,42,26,0,12
S01013251,723,8,15,5,0,3
S01013252,434,0,14,1,0,4
S01013253,681,6,18,0,0,2
S01013254,576,5,3,6,0,4
S01013255,1330,0,21,11,0,4
S01013256,753,17,17,2,1,6
S01013257,712,0,7,0,0,3
S01013258,668,23,2,5,1,2
S01013259,762,8,3,0,0,4
S01013260,832,9,15,4,1,9
S01013261,795,3,5,0,0,2
S01013262,558,1,0,0,0,2
S01013263,445,1,7,13,0,0
S01013264,429,4,21,4,0,0
S01013265,506,7,84,9,0,11
S01013266,486,6,32,11,2,0
S01013267,524,5,5,2,2,5
S01013268,627,8,12,0,2,0
S01013269,1608,47,121,25,0,27
S01013270,696,17,25,4,0,15
S01013271,520,1,25,4,1,3
S01013272,685,3,42,3,4,2
S01013273,822,16,68,0,3,13
S01013274,661,3,39,6,0,8
S01013275,621,4,37,6,2,0
S01013276,524,5,10,15,0,1
S01013277,806,19,44,5,0,10
S01013278,879,9,26,0,0,6
S01013279,579,4,24,10,0,18
S01013280,602,3,18,1,0,1
S01013281,733,10,25,19,0,0
S01013282,707,18,57,1,6,3
S01013283,796,12,41,4,2,16
S01013284,580,2,13,2,0,4
S01013285,545,0,6,0,0,1
S01013286,568,4,8,4,0,0
S01013287,660,6,3,0,0,2
S01013288,623,14,5,0,1,5
S01013289,1144,11,90,15,2,4
S01013290,782,10,7,0,0,5
S01013291,636,9,2,5,0,1
S01013292,1439,15,55,23,0,4
S01013293,595,1,9,1,0,2
S01013294,539,10,13,0,1,6
S01013295,615,4,1,3,0,6
S01013296,638,5,6,0,0,4
S01013297,618,8,12,1,0,4
S01013298,2675,45,114,47,1,25
S01013299,970,14,17,8,2,2
S01013300,662,11,17,8,1,0
S01013301,495,1,4,0,2,1
S01013302,728,7,18,11,0,4
S01013303,776,13,3,11,0,1
S01013304,822,16,23,7,4,9
S01013305,696,6,29,11,0,6
S01013306,880,17,12,9,1,9
S01013307,881,5,16,24,0,3
S01013308,883,9,10,8,0,1
S01013309,726,10,105,14,0,15
S01013310,533,1,33,6,0,6
S01013311,770,15,30,3,0,4
S01013312,1022,21,20,10,2,3
S01013313,614,2,10,14,2,5
S01013314,663,5,5,1,0,0
S01013315,624,16,95,11,2,14
S01013316,566,6,18,0,0,3
S01013317,697,8,12,4,0,1
S01013318,525,9,45,2,0,6
S01013319,498,3,33,2,0,4
S01013320,833,9,67,2,0,11
S01013321,369,7,15,4,0,3
S01013322,719,8,36,10,2,1
S01013323,812,14,26,13,3,0
S01013324,570,1,35,2,0,2
S01013325,1025,18,26,4,0,6
S01013326,478,4,15,3,2,7
S01013327,610,7,37,11,3,4
S01013328,554,6,18,7,0,1
S01013329,542,3,16,7,0,1
S01013330,891,17,67,11,0,7
S01013331,486,3,92,5,0,5
S01013332,648,12,42,3,0,2
S01013333,724,7,30,21,0,7
S01013334,703,7,17,0,1,0
S01013335,735,11,23,18,1,11
S01013336,796,5,2,10,0,1
S01013337,752,13,81,7,1,4
S01013338,411,3,99,18,0,1
S01013339,493,6,11,0,0,1
S01013340,668,10,30,6,0,3
S01013341,868,21,77,13,0,14
S01013342,635,11,6,3,0,0
S01013343,586,4,19,1,0,1
S01013344,780,9,20,16,2,3
S01013345,724,16,17,2,7,8
S01013346,727,10,43,2,0,6
S01013347,649,11,25,11,0,3
S01013348,676,13,65,8,0,1
S01013349,604,6,116,18,1,12
S01013350,573,6,27,0,0,0
S01013351,591,5,12,10,0,8
