Intermediate Zone - Data Zone 2011,"Managers, Directors and Senior Officials - Total",Professional Occupations - Total,Associate Professional and Technical Occupations - Total,Administrative and Secretarial Occupations - Total,Skilled Trade Occupations - Total,"Caring, Leisure and Other Service Occupations - Total",Sales and Customer Service Occupations - Total,"Process, Plant and Machine Operatives - Total",Elementary Occupations - Total
S01012725,40,91,70,63,39,39,43,40,44
S01012726,20,33,35,42,37,32,29,31,39
S01012727,11,26,27,25,37,29,30,25,46
S01012728,15,25,33,26,43,46,41,44,62
S01012729,23,75,69,42,42,52,34,31,41
S01012730,15,20,24,31,28,30,32,29,37
S01012731,22,43,48,38,48,48,35,51,50
S01012732,13,35,38,25,33,34,29,29,40
S01012733,170,485,290,152,169,81,104,69,85
S01012734,40,114,60,38,36,17,31,17,18
S01012735,16,34,26,29,31,16,24,21,28
S01012736,32,80,62,58,45,50,42,47,69
S01012737,27,85,55,49,36,41,57,35,44
S01012738,19,33,40,27,32,28,34,25,33
S01012739,58,146,89,51,62,23,51,28,30
S01012740,65,139,100,58,47,33,43,37,36
S01012741,26,56,43,29,30,12,24,21,20
S01012742,24,73,51,50,29,21,21,16,19
S01012743,21,43,44,28,28,18,26,14,14
S01012744,18,57,50,43,44,20,16,33,20
S01012745,58,183,95,56,57,33,38,38,26
S01012746,32,73,65,45,37,33,29,37,35
S01012747,24,61,54,42,40,32,29,31,56
S01012748,15,23,34,36,47,37,38,45,60
S01012749,12,31,31,28,38,46,38,62,75
S01012750,22,49,42,22,49,44,42,51,80
S01012751,12,34,41,33,53,61,43,49,60
S01012752,24,45,48,40,46,43,55,39,48
S01012753,10,28,24,18,16,31,28,14,33
S01012754,14,34,41,30,40,32,21,37,39
S01012755,8,17,19,19,21,15,27,17,27
S01012756,12,22,23,21,24,17,14,13,21
S01012757,9,22,23,16,20,21,30,19,26
S01012758,25,41,29,31,24,20,21,23,34
S01012759,15,26,44,34,38,33,40,44,53
S01012760,15,53,44,41,52,51,53,53,50
S01012761,18,39,31,38,25,30,31,36,35
S01012762,12,34,48,52,47,28,34,37,22
S01012763,7,23,23,21,21,25,24,16,28
S01012764,26,35,40,55,49,32,23,38,33
S01012765,25,44,43,36,48,30,22,28,46
S01012766,28,67,56,52,50,61,47,34,52
S01012767,14,53,45,33,24,17,13,33,17
S01012768,23,62,52,39,36,25,22,26,26
S01012769,24,47,43,40,17,12,25,7,14
S01012770,37,73,75,56,38,48,51,38,50
S01012771,21,48,36,29,24,25,30,27,26
S01012772,5,33,31,29,54,40,33,30,40
S01012773,23,62,40,47,71,39,35,28,53
S01012774,21,54,67,36,58,42,51,54,40
S01012775,15,25,30,28,25,20,11,21,14
S01012776,9,37,24,25,41,36,44,33,52
S01012777,47,89,76,61,56,63,62,43,55
S01012778,25,50,49,30,30,33,40,33,49
S01012779,12,18,26,24,32,21,25,37,34
S01012780,15,33,31,25,31,25,23,42,43
S01012781,15,57,50,43,42,36,34,39,33
S01012782,10,17,17,18,24,24,32,24,42
S01012783,11,25,27,31,47,48,43,37,54
S01012784,11,43,33,42,34,33,44,34,52
S01012785,11,25,18,26,34,36,30,47,55
S01012786,7,33,31,26,36,30,35,43,57
S01012787,15,64,38,37,27,21,21,33,25
S01012788,15,34,22,23,36,34,25,52,42
S01012789,20,46,46,26,36,32,41,37,44
S01012790,38,100,59,36,22,21,27,18,22
S01012791,46,89,64,38,26,28,21,16,20
S01012792,30,76,51,56,38,41,39,40,52
S01012793,17,42,32,32,38,31,16,27,42
S01012794,29,76,50,41,24,16,21,17,35
S01012795,22,32,42,45,54,55,38,53,72
S01012796,29,45,40,41,44,38,55,44,64
S01012797,20,34,38,26,38,37,29,28,43
S01012798,97,179,76,52,40,21,27,25,31
S01012799,87,115,54,38,28,23,23,17,21
S01012800,77,133,52,39,24,14,26,8,24
S01012801,32,53,25,11,6,3,9,0,7
S01012802,62,91,25,24,10,3,22,7,6
S01012803,30,78,46,33,27,19,16,15,20
S01012804,20,60,30,34,38,32,34,44,32
S01012805,24,61,56,42,54,48,43,31,49
S01012806,38,134,59,48,32,34,29,26,30
S01012807,60,99,56,38,22,7,19,12,14
S01012808,138,362,193,116,89,50,74,53,53
S01012809,30,97,47,32,27,21,21,21,19
S01012810,15,50,51,28,33,33,37,30,38
S01012811,45,106,57,47,29,22,37,21,32
S01012812,24,76,37,43,28,20,25,21,22
S01012813,47,158,65,40,24,15,29,15,17
S01012814,36,116,71,69,39,34,45,28,30
S01012815,52,131,89,48,74,30,51,29,32
S01012816,21,58,56,42,33,18,36,25,29
S01012817,23,89,59,46,27,14,36,15,22
S01012818,35,108,73,55,38,37,46,31,32
S01012819,8,38,34,37,42,41,36,30,36
S01012820,275,821,529,290,272,179,165,143,128
S01012821,37,92,68,49,50,40,41,42,24
S01012822,11,15,16,19,13,27,13,21,33
S01012823,34,88,69,65,53,51,48,49,31
S01012824,22,43,39,41,48,42,45,26,46
S01012825,14,36,31,28,25,29,20,15,27
S01012826,11,23,25,23,20,30,38,22,44
S01012827,45,86,55,41,41,35,35,38,27
S01012828,49,125,97,72,63,33,38,40,40
S01012829,16,32,39,37,42,47,31,43,49
S01012830,21,51,47,36,41,41,26,31,37
S01012831,10,38,41,37,32,33,20,25,40
S01012832,13,44,26,26,23,30,25,25,48
S01012833,10,34,36,36,32,44,35,34,47
S01012834,23,54,42,29,25,27,24,31,27
S01012835,27,103,70,50,48,38,29,25,45
S01012836,43,92,63,52,36,26,27,27,25
S01012837,14,25,24,18,12,35,33,19,39
S01012838,5,21,12,24,22,26,30,29,65
S01012839,27,51,49,41,31,27,20,26,31
S01012840,36,149,93,61,41,26,39,21,23
S01012841,18,74,26,37,26,16,26,19,21
S01012842,17,44,23,27,23,24,22,17,23
S01012843,59,143,69,46,33,26,39,20,19
S01012844,58,124,64,35,29,11,12,4,12
S01012845,47,131,66,28,35,16,21,21,17
S01012846,16,49,54,46,43,31,41,52,43
S01012847,22,48,37,29,26,21,26,24,18
S01012848,35,110,53,37,33,33,33,20,26
S01012849,32,80,51,44,50,23,30,32,35
S01012850,15,36,46,40,46,34,27,30,42
S01012851,23,89,49,59,42,41,22,37,39
S01012852,30,102,71,43,24,25,35,10,21
S01012853,31,91,50,36,45,23,24,24,27
S01012854,25,149,62,26,36,29,17,18,19
S01012855,34,127,59,37,26,25,21,10,12
S01012856,55,151,136,84,79,64,65,49,70
S01012857,10,55,40,39,41,37,40,20,35
S01012858,20,31,54,44,30,45,35,22,54
S01012859,38,92,89,61,71,73,60,50,67
S01012860,27,88,54,43,41,27,27,20,24
S01012861,29,109,47,42,27,30,23,19,29
S01012862,7,26,41,21,30,33,19,24,44
S01012863,16,53,40,33,42,46,39,29,56
S01012864,6,59,41,39,30,47,39,28,55
S01012865,16,63,41,61,38,37,26,28,37
S01012866,22,54,45,44,45,49,35,24,50
S01012867,17,21,28,27,21,41,26,28,56
S01012868,12,19,24,27,26,22,31,29,35
S01012869,11,18,24,22,31,33,22,25,44
S01012870,28,87,55,50,60,26,37,37,33
S01012871,25,72,59,50,37,30,31,30,34
S01012872,22,65,52,43,48,47,40,32,41
S01012873,19,52,35,55,52,40,46,28,47
S01012874,17,61,53,31,50,47,40,27,56
S01012875,15,25,43,39,38,25,21,21,42
S01012876,31,65,77,76,69,70,51,37,67
S01012877,11,37,42,42,36,40,36,42,49
S01012878,78,173,145,100,60,57,53,48,44
S01012879,32,125,70,48,38,27,20,18,19
S01012880,48,128,61,37,28,19,29,18,22
S01012881,40,120,56,44,25,23,30,11,25
S01012882,10,28,20,25,25,25,22,21,32
S01012883,11,22,27,15,29,25,19,18,41
S01012884,13,45,23,21,16,17,13,11,17
S01012885,14,23,24,24,21,35,18,33,56
S01012886,33,109,67,33,42,35,30,20,24
S01012887,33,107,56,25,28,20,25,22,26
S01012888,43,139,65,29,25,20,15,8,13
S01012889,66,153,91,49,60,40,45,24,40
S01012890,29,45,49,47,35,48,46,24,41
S01012891,14,24,30,35,26,21,19,22,32
S01012892,15,59,51,59,57,65,68,69,86
S01012893,14,31,27,39,32,42,44,31,46
S01012894,167,407,235,133,129,70,92,64,90
S01012895,117,221,151,101,101,62,45,39,37
S01012896,24,50,52,47,29,24,33,35,37
S01012897,71,176,130,74,56,34,46,38,39
S01012898,40,84,68,37,35,10,25,19,14
S01012899,20,21,26,27,23,22,27,15,35
S01012900,185,535,332,191,195,116,114,105,89
S01012901,23,63,51,46,42,45,45,29,42
S01012902,26,53,50,46,29,42,40,32,36
S01012903,27,58,45,46,42,51,41,41,41
S01012904,27,66,65,58,52,53,53,43,52
S01012905,10,38,40,38,33,36,40,33,42
S01012906,32,84,68,45,46,36,32,33,37
S01012907,17,82,58,55,48,49,47,34,54
S01012908,30,58,48,47,37,33,24,38,49
S01012909,15,39,31,27,12,30,23,18,21
S01012910,14,61,53,44,55,42,38,43,55
S01012911,32,80,64,44,45,32,27,29,40
S01012912,17,47,41,47,33,33,26,27,32
S01012913,15,71,72,61,54,47,26,25,42
S01012914,27,102,61,43,36,35,43,39,52
S01012915,41,148,96,79,71,46,63,35,49
S01012916,20,56,45,42,31,22,29,27,33
S01012917,37,84,53,49,30,28,25,13,19
S01012918,22,49,27,34,28,30,24,31,38
S01012919,11,35,29,32,17,13,13,16,21
S01012920,18,72,36,31,24,14,16,9,14
S01012921,19,43,40,41,33,48,26,27,50
S01012922,60,151,109,90,76,64,71,37,71
S01012923,23,74,51,40,43,30,27,32,40
S01012924,9,37,42,28,30,35,21,15,29
S01012925,20,66,42,33,19,16,10,15,19
S01012926,22,59,45,51,46,36,25,29,40
S01012927,19,73,73,65,42,36,27,36,40
S01012928,39,92,59,55,41,33,39,25,35
S01012929,30,78,56,40,38,30,30,39,29
S01012930,31,85,43,25,47,28,22,24,29
S01012931,43,121,93,68,52,46,43,31,61
S01012932,27,66,40,23,28,15,12,23,23
S01012933,29,82,56,57,49,32,23,29,34
S01012934,48,67,53,57,37,25,37,12,29
S01012935,25,77,70,59,57,42,41,44,56
S01012936,23,75,56,48,37,35,33,24,31
S01012937,18,71,48,47,40,28,19,21,28
S01012938,25,92,45,34,28,13,22,24,23
S01012939,30,85,56,45,28,19,31,17,22
S01012940,23,96,52,46,37,20,14,10,16
S01012941,47,113,68,42,24,23,30,13,20
S01012942,12,59,47,57,50,44,22,26,56
S01012943,23,87,60,48,30,23,37,16,28
S01012944,18,59,44,26,19,14,18,8,10
S01012945,65,174,107,59,46,20,32,23,31
S01012946,40,136,78,42,33,23,34,25,15
S01012947,26,70,37,15,12,11,21,6,13
S01012948,27,77,61,35,18,22,26,23,15
S01012949,29,71,68,49,30,19,20,14,27
S01012950,58,131,107,67,24,12,32,20,26
S01012951,106,207,100,54,30,25,28,20,31
S01012952,122,193,85,63,42,36,40,11,28
S01012953,24,77,42,49,23,16,34,20,21
S01012954,5,44,36,42,35,14,14,20,20
S01012955,77,192,94,61,47,28,44,17,28
S01012956,29,56,58,58,42,34,41,23,65
S01012957,20,42,34,38,37,18,26,18,33
S01012958,37,80,45,41,38,24,21,19,18
S01012959,25,56,39,46,21,24,26,23,23
S01012960,22,53,43,32,33,20,19,21,26
S01012961,18,68,44,45,23,26,18,18,21
S01012962,19,72,39,32,25,27,20,20,15
S01012963,42,86,66,45,28,27,32,12,25
S01012964,51,118,77,41,29,17,29,16,23
S01012965,23,76,51,29,34,33,27,32,22
S01012966,65,168,130,76,96,75,48,38,40
S01012967,15,34,43,27,23,24,23,13,24
S01012968,10,33,27,28,29,21,43,30,41
S01012969,24,35,50,30,34,38,38,30,55
S01012970,12,28,29,23,24,28,24,31,40
S01012971,16,39,42,55,39,45,45,36,63
S01012972,21,38,38,34,37,45,26,28,47
S01012973,27,49,39,56,38,51,43,32,38
S01012974,32,67,62,56,78,52,54,51,70
S01012975,18,32,23,24,26,29,23,32,30
S01012976,15,36,32,30,38,31,29,29,37
S01012977,14,36,44,25,37,48,27,35,51
S01012978,13,35,40,34,35,44,34,33,46
S01012979,19,34,49,27,37,44,40,24,32
S01012980,15,51,37,38,30,33,24,40,32
S01012981,27,45,47,56,54,37,47,27,51
S01012982,29,56,51,48,51,49,49,35,40
S01012983,25,64,53,39,32,30,45,37,32
S01012984,18,43,33,53,34,26,33,32,38
S01012985,19,59,46,54,54,38,41,42,41
S01012986,41,73,77,54,44,47,28,37,83
S01012987,16,55,43,34,46,49,27,28,34
S01012988,26,65,61,50,61,45,44,38,45
S01012989,26,76,72,63,52,38,39,31,59
S01012990,18,41,27,45,31,29,30,25,28
S01012991,26,63,53,49,40,40,44,24,63
S01012992,28,53,65,53,40,35,32,35,45
S01012993,26,47,38,43,37,31,48,38,36
S01012994,15,53,45,48,45,51,41,31,66
S01012995,27,53,58,52,43,43,24,38,30
S01012996,23,44,48,24,39,37,30,31,37
S01012997,13,32,27,28,22,30,24,16,33
S01012998,56,93,72,71,49,59,42,34,62
S01012999,15,39,37,22,18,24,21,20,35
S01013000,16,33,58,51,32,36,21,24,32
S01013001,31,42,24,6,15,6,5,0,18
S01013002,43,87,40,25,16,12,14,12,19
S01013003,44,100,42,20,15,18,3,4,17
S01013004,39,116,45,30,23,10,14,17,23
S01013005,69,149,76,37,49,25,19,12,28
S01013006,49,63,20,7,14,10,7,3,11
S01013007,58,170,69,29,40,32,17,7,22
S01013008,74,156,69,33,30,21,27,9,30
S01013009,32,62,44,25,38,28,23,10,30
S01013010,83,68,57,33,53,24,18,11,26
S01013011,44,101,50,27,35,32,23,13,29
S01013012,28,77,40,22,44,24,19,21,44
S01013013,66,140,82,44,41,39,18,13,48
S01013014,50,92,71,17,65,19,14,24,32
S01013015,73,114,51,35,53,21,13,15,42
S01013016,38,91,38,12,44,12,6,15,19
S01013017,54,101,58,35,31,34,18,33,28
S01013018,48,141,58,30,51,34,16,19,27
S01013019,62,169,91,31,53,25,24,16,32
S01013020,18,46,37,26,22,19,12,10,21
S01013021,20,46,33,24,32,22,23,19,24
S01013022,22,55,42,22,30,19,26,16,19
S01013023,44,128,54,32,24,9,23,10,25
S01013024,19,77,48,23,21,16,12,12,25
S01013025,77,124,95,70,89,39,40,36,43
S01013026,40,62,77,44,60,60,46,41,65
S01013027,24,31,38,27,34,51,49,33,65
S01013028,33,41,27,24,40,25,20,31,32
S01013029,13,22,29,20,44,39,32,32,56
S01013030,10,22,38,29,57,38,27,37,74
S01013031,18,31,37,32,40,44,19,45,44
S01013032,38,61,69,54,71,45,39,52,45
S01013033,25,56,48,37,54,55,30,65,44
S01013034,18,25,31,31,47,36,29,42,40
S01013035,14,25,24,23,52,43,42,46,55
S01013036,19,24,22,19,50,42,34,36,75
S01013037,34,72,57,39,44,23,25,25,33
S01013038,30,67,72,39,66,46,53,51,60
S01013039,25,57,36,30,24,23,28,18,24
S01013040,23,48,40,27,40,27,23,20,36
S01013041,10,56,41,35,36,36,26,26,43
S01013042,38,70,62,50,53,32,37,33,36
S01013043,19,34,38,31,36,44,37,39,56
S01013044,14,30,40,31,55,43,32,27,56
S01013045,27,59,54,39,45,28,25,16,33
S01013046,17,36,33,18,25,22,29,20,35
S01013047,40,121,77,61,58,28,38,41,55
S01013048,29,87,60,44,38,33,29,36,30
S01013049,35,88,72,52,47,41,32,32,39
S01013050,16,52,36,40,44,34,32,24,30
S01013051,25,54,49,45,58,54,45,46,43
S01013052,14,52,48,50,55,45,48,35,44
S01013053,9,22,26,28,31,35,27,22,46
S01013054,21,43,39,21,33,27,22,23,34
S01013055,28,63,31,34,35,35,29,29,55
S01013056,35,101,92,59,63,68,55,53,83
S01013057,17,34,43,26,41,55,50,39,87
S01013058,44,102,52,37,42,24,26,18,25
S01013059,48,180,83,40,28,37,33,8,30
S01013060,26,88,28,21,14,15,11,2,13
S01013061,44,133,69,45,28,20,25,12,16
S01013062,80,117,72,29,18,13,13,4,25
S01013063,44,160,46,30,23,13,21,11,14
S01013064,23,61,53,40,39,32,33,33,40
S01013065,24,57,45,32,31,41,51,44,63
S01013066,34,92,50,36,32,35,53,41,47
S01013067,15,76,41,33,24,50,102,27,134
S01013068,17,64,44,26,26,35,67,16,75
S01013069,25,82,53,32,30,45,77,18,63
S01013070,18,41,41,10,16,29,57,15,71
S01013071,11,79,45,29,19,46,119,22,131
S01013072,4,30,19,13,31,45,26,43,68
S01013073,40,189,114,59,57,61,56,58,87
S01013074,32,67,54,31,62,49,51,53,109
S01013075,7,52,26,27,44,56,31,33,85
S01013076,19,72,40,23,24,21,45,14,44
S01013077,21,35,22,24,39,51,36,27,69
S01013078,14,38,18,16,28,30,31,33,50
S01013079,54,172,98,51,47,40,51,32,56
S01013080,46,116,43,24,28,19,28,15,30
S01013081,60,185,94,48,36,32,38,15,27
S01013082,38,89,67,40,43,25,29,11,23
S01013083,45,89,47,38,24,58,127,18,218
S01013084,30,108,62,38,27,14,16,13,8
S01013085,27,55,34,16,18,36,26,18,45
S01013086,66,119,65,32,24,15,28,20,33
S01013087,73,154,60,28,12,15,13,18,14
S01013088,71,108,54,20,12,9,11,12,14
S01013089,32,85,53,31,33,30,31,18,26
S01013090,36,129,61,25,26,30,40,15,44
S01013091,25,80,54,35,27,45,65,18,80
S01013092,32,123,81,45,33,34,33,31,54
S01013093,34,73,28,19,20,11,11,11,23
S01013094,44,67,44,22,6,19,17,6,20
S01013095,57,159,42,21,16,14,17,6,16
S01013096,21,80,37,22,26,30,21,20,28
S01013097,80,169,91,34,35,26,16,12,33
S01013098,77,145,62,35,17,13,13,10,36
S01013099,38,139,67,30,32,22,27,11,29
S01013100,53,107,41,16,7,12,14,3,18
S01013101,35,98,61,32,39,30,30,25,52
S01013102,29,88,44,19,14,23,10,5,16
S01013103,64,166,79,42,38,23,27,11,37
S01013104,49,131,64,32,29,21,23,10,24
S01013105,54,156,74,30,30,22,19,12,34
S01013106,34,77,64,29,70,25,24,20,43
S01013107,100,189,108,38,68,37,31,22,52
S01013108,39,93,39,31,39,15,14,27,26
S01013109,96,198,83,65,85,34,39,27,61
S01013110,51,66,49,26,56,16,10,13,28
S01013111,20,49,39,20,23,7,8,5,12
S01013112,27,54,32,24,40,23,20,14,37
S01013113,26,68,31,41,55,54,37,25,41
S01013114,53,81,51,40,59,23,25,27,47
S01013115,38,42,31,17,43,23,25,15,30
S01013116,69,86,55,22,31,18,13,9,36
S01013117,28,57,41,20,45,27,27,19,45
S01013118,39,65,32,26,30,11,11,8,22
S01013119,63,83,51,21,61,19,17,25,41
S01013120,48,71,62,39,69,51,35,50,71
S01013121,36,11,11,11,36,16,16,22,41
S01013122,2,10,14,15,7,10,14,8,7
S01013123,22,78,72,49,47,58,52,29,53
S01013124,12,45,37,41,27,43,40,28,42
S01013125,19,46,41,57,49,48,33,27,31
S01013126,6,34,30,25,28,46,31,26,56
S01013127,22,40,24,34,35,63,49,24,80
S01013128,19,41,43,46,31,42,40,30,48
S01013129,31,94,65,66,86,66,49,41,64
S01013130,10,40,37,33,40,37,55,32,43
S01013131,10,33,47,39,41,47,33,20,51
S01013132,12,27,31,31,31,34,29,21,39
S01013133,20,63,56,51,41,62,31,40,53
S01013134,18,64,45,42,41,51,35,30,41
S01013135,17,26,35,39,49,62,51,31,60
S01013136,22,45,45,51,54,54,47,35,41
S01013137,18,33,38,32,37,35,44,28,44
S01013138,24,66,62,58,67,55,46,44,63
S01013139,14,23,33,35,51,37,37,21,47
S01013140,6,34,23,28,33,40,41,27,34
S01013141,24,62,70,64,47,37,47,41,54
S01013142,15,28,57,57,37,68,38,26,79
S01013143,15,44,51,46,52,41,34,29,38
S01013144,19,49,41,48,50,60,30,30,46
S01013145,28,55,42,53,37,37,31,17,27
S01013146,11,46,22,29,37,22,33,19,36
S01013147,23,72,47,55,55,51,32,26,47
S01013148,20,63,49,41,43,37,24,16,31
S01013149,31,67,47,58,61,49,35,34,46
S01013150,19,48,61,31,48,36,48,24,35
S01013151,21,40,40,37,24,26,24,18,14
S01013152,36,77,44,39,51,34,43,33,57
S01013153,18,39,43,50,36,49,52,36,50
S01013154,15,44,48,49,43,75,42,33,63
S01013155,18,29,34,30,47,60,47,44,73
S01013156,16,27,45,31,33,61,39,26,65
S01013157,21,51,42,36,44,79,57,48,61
S01013158,26,62,52,47,44,28,10,22,28
S01013159,16,50,41,37,24,22,24,19,12
S01013160,36,90,47,52,63,29,19,19,20
S01013161,21,71,61,56,57,57,51,26,58
S01013162,20,48,52,35,44,41,33,28,28
S01013163,21,48,29,44,36,31,18,23,21
S01013164,33,101,57,55,59,51,51,25,44
S01013165,20,79,48,60,46,40,41,22,39
S01013166,7,34,33,33,35,64,41,27,57
S01013167,10,22,35,47,39,51,34,32,66
S01013168,17,43,51,37,38,50,51,29,57
S01013169,11,52,51,43,50,61,30,17,44
S01013170,9,21,31,26,20,34,19,14,17
S01013171,31,57,39,34,34,24,32,18,13
S01013172,21,48,51,54,44,33,26,18,29
S01013173,18,91,64,51,30,41,26,24,34
S01013174,37,91,71,47,46,33,34,20,26
S01013175,31,101,82,62,60,44,41,29,37
S01013176,16,67,37,49,24,33,23,15,24
S01013177,17,62,50,42,37,29,19,19,24
S01013178,27,76,56,36,34,26,22,22,30
S01013179,21,69,51,43,39,41,35,27,23
S01013180,22,44,39,27,24,19,6,17,28
S01013181,13,69,49,47,35,32,16,20,37
S01013182,22,51,42,36,40,48,24,31,42
S01013183,20,65,56,45,39,28,23,23,37
S01013184,5,16,17,16,20,29,18,18,29
S01013185,8,37,46,37,29,43,34,25,48
S01013186,8,32,45,32,55,42,31,31,56
S01013187,17,47,53,40,33,53,29,30,47
S01013188,30,92,77,67,43,65,34,44,75
S01013189,12,36,35,31,22,19,19,22,18
S01013190,24,77,52,36,43,50,41,36,54
S01013191,63,190,135,108,77,33,42,33,58
S01013192,27,86,60,38,38,39,32,31,44
S01013193,52,152,128,60,53,60,35,34,58
S01013194,17,60,45,35,24,34,23,31,30
S01013195,31,108,117,65,86,101,75,48,88
S01013196,20,77,48,43,35,32,30,20,31
S01013197,26,80,48,27,25,23,17,12,21
S01013198,46,147,116,83,75,61,33,37,53
S01013199,37,98,56,34,30,38,31,26,33
S01013200,18,65,48,29,29,31,32,20,29
S01013201,14,36,43,19,48,55,32,28,58
S01013202,18,29,31,21,22,38,30,13,39
S01013203,12,41,41,42,49,36,41,29,45
S01013204,23,72,45,40,45,35,39,29,37
S01013205,5,33,23,28,37,36,35,13,30
S01013206,7,33,31,27,35,47,20,38,48
S01013207,24,58,80,56,35,58,46,35,69
S01013208,22,45,43,30,42,55,51,39,67
S01013209,27,55,61,42,53,32,25,21,48
S01013210,25,53,52,31,50,28,27,31,41
S01013211,21,62,35,50,41,47,33,38,55
S01013212,18,60,46,36,27,24,19,19,30
S01013213,15,47,51,41,36,28,16,17,28
S01013214,12,37,36,36,37,22,12,18,25
S01013215,50,154,139,94,87,89,47,56,86
S01013216,2,13,23,26,23,31,23,21,29
S01013217,21,28,35,32,39,44,31,38,53
S01013218,9,23,26,21,16,38,16,25,29
S01013219,6,19,23,10,24,34,21,29,30
S01013220,13,20,30,29,25,48,33,24,58
S01013221,23,57,47,41,61,51,35,34,69
S01013222,21,31,33,24,28,34,21,21,40
S01013223,29,82,55,40,47,52,26,39,51
S01013224,36,68,57,43,55,46,30,38,50
S01013225,18,52,45,33,52,43,21,28,56
S01013226,17,62,38,28,36,35,22,20,21
S01013227,21,37,38,32,25,49,28,26,35
S01013228,24,32,32,34,50,44,25,27,44
S01013229,15,40,50,27,61,53,34,26,67
S01013230,13,41,30,32,31,30,17,30,31
S01013231,16,32,34,24,31,32,27,23,40
S01013232,11,41,37,26,43,46,19,24,55
S01013233,31,61,33,29,37,24,31,15,38
S01013234,29,49,38,20,15,20,11,7,16
S01013235,24,65,49,33,43,42,28,25,50
S01013236,33,63,58,45,38,40,14,25,35
S01013237,27,70,52,46,42,31,22,34,41
S01013238,23,31,38,32,49,67,33,24,69
S01013239,28,43,54,31,43,51,28,44,72
S01013240,9,21,20,16,18,39,23,19,26
S01013241,27,101,62,42,35,33,14,16,22
S01013242,48,58,33,33,53,22,16,22,37
S01013243,15,40,34,26,36,25,36,34,36
S01013244,19,35,41,31,30,31,24,34,47
S01013245,40,78,50,54,61,35,31,52,65
S01013246,18,54,46,28,46,28,27,27,32
S01013247,13,51,44,28,44,24,36,37,63
S01013248,11,30,22,13,31,37,33,31,50
S01013249,16,21,34,31,21,17,19,27,30
S01013250,87,177,94,65,82,37,35,50,60
S01013251,15,46,26,21,43,39,38,30,63
S01013252,12,22,30,19,28,23,29,28,43
S01013253,21,47,44,28,45,25,33,41,33
S01013254,7,28,22,21,35,21,33,38,58
S01013255,17,54,58,34,72,43,43,52,75
S01013256,24,81,55,28,59,31,30,34,44
S01013257,26,57,59,39,40,17,26,36,30
S01013258,28,65,45,42,25,20,28,21,31
S01013259,19,57,57,28,50,33,46,43,46
S01013260,21,51,59,43,55,50,41,52,75
S01013261,22,34,47,39,59,33,40,51,68
S01013262,9,31,32,33,47,23,30,36,41
S01013263,47,72,37,27,10,15,21,10,11
S01013264,28,69,46,24,18,12,24,16,12
S01013265,47,101,53,35,39,19,34,10,22
S01013266,34,101,40,41,20,13,30,17,18
S01013267,17,28,32,24,13,16,31,16,36
S01013268,20,42,37,39,41,40,43,44,50
S01013269,121,268,189,116,73,64,95,74,74
S01013270,57,114,64,43,28,23,38,10,26
S01013271,46,81,38,30,8,8,6,9,8
S01013272,58,137,58,36,19,19,35,14,29
S01013273,53,140,96,71,41,42,48,29,33
S01013274,22,82,60,47,31,16,25,28,33
S01013275,26,65,44,34,23,28,38,18,23
S01013276,25,65,53,44,32,17,26,16,22
S01013277,24,60,53,50,44,46,61,37,46
S01013278,18,30,61,43,41,52,40,45,65
S01013279,11,27,29,26,33,22,52,26,46
S01013280,24,47,43,32,33,15,35,32,54
S01013281,21,41,31,33,43,33,55,47,69
S01013282,15,34,48,29,33,37,72,40,90
S01013283,27,87,59,34,47,46,50,43,80
S01013284,24,66,53,43,44,19,38,24,32
S01013285,18,62,48,53,27,22,31,20,18
S01013286,18,67,47,49,31,14,34,27,28
S01013287,37,87,67,55,29,18,43,19,23
S01013288,33,83,52,26,23,23,30,29,35
S01013289,111,218,116,58,52,44,39,22,35
S01013290,39,100,96,51,37,37,31,29,52
S01013291,23,68,47,41,40,36,44,41,44
S01013292,80,247,152,87,79,66,74,49,48
S01013293,35,56,48,53,37,24,27,24,30
S01013294,16,53,52,38,37,30,30,25,39
S01013295,18,63,51,42,54,29,35,30,31
S01013296,7,30,41,21,48,36,28,34,59
S01013297,20,43,53,33,50,28,41,37,34
S01013298,192,517,313,143,140,84,94,85,92
S01013299,43,83,61,56,74,39,39,61,85
S01013300,27,44,41,41,39,27,28,30,56
S01013301,13,28,29,36,39,24,16,33,32
S01013302,37,109,63,64,54,35,30,34,36
S01013303,19,53,49,37,35,38,48,48,57
