Intermediate Zone - Data Zone 2011,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Owned: Shared Equity (e.g. LIFT or Help-to-Buy),Social Rented: Council (LA) or Housing Association/ Registered Social Landlord,Private rented,Lives Rent Free
S01008998,48,141,0,9,108,29,0
S01008999,146,134,0,4,70,43,5
S01009000,248,342,0,4,59,39,6
S01009001,156,99,1,1,33,9,2
S01009002,224,624,0,24,151,126,26
S01009003,159,166,0,0,33,47,7
S01009004,121,110,0,2,14,22,0
S01009005,137,162,2,33,36,51,4
S01009006,138,124,0,6,36,29,4
S01009007,116,104,0,3,38,18,5
S01009008,199,134,1,0,44,54,5
S01009009,45,83,0,7,90,30,3
S01009010,154,170,0,4,22,55,0
S01009011,145,160,1,2,4,10,3
S01009012,135,128,0,0,4,17,2
S01009013,176,140,0,2,9,20,2
S01009014,151,58,0,0,37,24,13
S01009015,188,57,0,0,44,20,5
S01009016,170,32,0,0,37,14,4
S01009017,118,39,1,0,61,32,7
S01009018,214,69,0,0,46,27,8
S01009019,125,50,0,1,28,7,3
S01009020,145,101,0,1,78,31,8
S01009021,216,63,1,0,49,22,8
S01009022,275,59,0,0,61,36,12
S01009023,271,68,1,3,49,12,19
S01009024,261,78,1,0,115,20,13
S01009025,293,69,0,1,44,22,27
S01009026,262,105,1,0,54,30,10
S01009027,238,67,1,0,31,16,17
S01009028,139,55,0,5,25,10,9
S01009029,158,60,0,0,36,10,6
S01009030,178,48,0,0,47,7,12
S01009031,216,70,0,0,49,19,11
S01009032,200,53,0,0,29,14,16
S01009033,235,62,1,0,21,20,5
S01009034,180,78,0,0,20,13,4
S01009035,224,130,0,0,31,12,13
S01009036,188,150,0,2,73,28,9
S01009037,158,104,0,1,89,16,9
S01009038,202,108,2,3,83,20,9
S01009039,107,43,0,0,101,16,7
S01009040,96,74,3,12,142,25,6
S01009041,175,107,1,5,168,68,13
S01009042,112,60,0,0,73,29,12
S01009043,140,53,0,0,70,18,13
S01009044,163,80,0,0,86,26,9
S01009045,112,74,1,10,111,19,11
S01009046,197,124,1,32,103,19,6
S01009047,178,104,1,1,35,14,10
S01009048,197,98,0,3,27,4,12
S01009049,158,52,1,1,22,6,10
S01009050,158,151,0,1,65,29,8
S01009051,84,112,0,0,70,12,3
S01009052,133,74,0,0,63,24,8
S01009053,40,39,1,0,216,35,11
S01009054,78,69,0,1,86,10,0
S01009055,211,209,1,12,57,45,5
S01009056,52,61,1,1,88,12,3
S01009057,38,46,0,1,138,35,5
S01009058,82,104,3,1,174,31,10
S01009059,87,149,0,0,52,34,4
S01009060,130,367,0,16,8,24,4
S01009061,119,110,0,2,70,25,2
S01009062,98,55,0,0,135,13,2
S01009063,146,111,0,4,25,12,3
S01009064,95,67,0,1,74,23,0
S01009065,71,70,0,0,118,36,4
S01009066,94,71,1,1,104,57,6
S01009067,105,188,0,0,12,15,4
S01009068,143,121,0,0,80,28,8
S01009069,136,102,0,0,4,7,0
S01009070,124,89,0,2,6,27,5
S01009071,88,53,0,0,55,14,4
S01009072,89,77,1,0,23,6,2
S01009073,83,90,0,4,102,13,6
S01009074,72,60,0,0,137,11,10
S01009075,101,46,0,1,82,3,6
S01009076,153,161,2,1,50,32,4
S01009077,109,79,0,1,50,11,3
S01009078,81,172,0,0,6,10,0
S01009079,103,81,1,0,175,19,4
S01009080,164,92,0,2,179,17,4
S01009081,113,88,1,6,47,18,6
S01009082,107,160,0,4,197,34,4
S01009083,107,103,1,0,94,25,8
S01009084,74,175,1,7,33,11,7
S01009085,66,204,0,0,4,17,0
S01009086,100,86,1,1,97,13,2
S01009087,73,55,0,0,108,12,2
S01009088,194,158,1,0,32,17,3
S01009089,117,170,0,1,0,15,0
S01009090,155,493,0,10,97,139,11
S01009091,77,152,0,0,10,16,6
S01009092,190,207,0,5,101,43,8
S01009093,79,100,0,2,112,44,9
S01009094,183,94,0,0,4,8,0
S01009095,179,145,0,0,72,48,4
S01009096,104,181,0,0,67,35,3
S01009097,172,139,0,0,8,21,4
S01009098,113,64,0,0,1,6,4
S01009099,105,91,3,3,106,46,6
S01009100,75,84,1,1,200,46,10
S01009101,106,87,0,0,170,9,2
S01009102,50,66,1,1,193,10,2
S01009103,159,64,0,0,9,11,0
S01009104,120,85,0,3,114,28,4
S01009105,123,123,0,0,69,19,4
S01009106,84,90,0,1,60,32,6
S01009107,155,114,0,0,43,21,0
S01009108,171,109,0,0,8,23,6
S01009109,165,91,0,0,3,6,2
S01009110,105,94,0,2,54,16,0
S01009111,156,148,0,1,33,35,5
S01009112,144,78,0,0,2,7,5
S01009113,202,125,1,1,3,43,4
S01009114,111,130,0,0,71,20,3
S01009115,90,82,1,2,48,38,5
S01009116,112,71,0,0,0,7,0
S01009117,104,126,0,3,90,21,10
S01009118,78,119,0,2,11,6,1
S01009119,94,67,0,0,120,17,0
S01009120,60,78,0,3,71,18,5
S01009121,128,100,1,4,87,32,5
S01009122,242,687,0,29,92,51,13
S01009123,74,109,0,0,24,13,6
S01009124,61,94,0,0,40,14,3
S01009125,116,70,0,0,78,13,10
S01009126,22,29,1,0,221,22,0
S01009127,37,32,10,3,197,12,0
S01009128,50,37,1,1,286,57,7
S01009129,38,34,0,0,120,9,5
S01009130,60,94,0,3,49,16,3
S01009131,90,51,0,0,107,38,2
S01009132,125,142,11,0,19,36,4
S01009133,64,73,0,0,160,36,4
S01009134,163,133,0,1,69,26,10
S01009135,79,107,1,0,10,76,0
S01009136,82,128,0,1,15,51,0
S01009137,65,202,0,6,6,9,0
S01009138,147,148,0,4,14,75,9
S01009139,28,35,5,1,121,71,0
S01009140,73,74,0,0,153,53,4
S01009141,76,77,9,2,205,98,3
S01009142,139,75,0,1,77,166,10
S01009143,53,49,0,1,163,36,6
S01009144,81,235,1,4,28,81,3
S01009145,165,139,0,2,135,30,9
S01009146,123,85,1,2,108,85,5
S01009147,79,55,0,0,132,21,7
S01009148,80,73,0,4,79,12,4
S01009149,140,119,0,2,37,69,10
S01009150,75,5,0,0,483,12,14
S01009151,137,120,0,0,149,55,6
S01009152,67,64,0,2,175,141,10
S01009153,90,63,0,0,10,96,4
S01009154,220,143,0,0,10,70,11
S01009155,115,75,0,0,10,27,1
S01009156,153,86,0,1,7,18,2
S01009157,150,124,0,3,84,34,3
S01009158,74,75,0,1,54,28,6
S01009159,24,36,0,0,125,21,5
S01009160,72,48,0,2,159,45,5
S01009161,60,52,0,1,171,48,4
S01009162,97,54,0,2,177,114,3
S01009163,90,64,0,1,63,34,8
S01009164,113,101,0,4,97,27,3
S01009165,69,82,0,1,136,25,6
S01009166,67,64,0,0,181,20,12
S01009167,44,49,0,0,97,7,5
S01009168,171,83,0,1,26,27,1
S01009169,113,65,0,0,234,17,11
S01009170,84,84,1,0,114,23,0
S01009171,80,88,0,1,94,35,6
S01009172,155,97,0,1,2,26,2
S01009173,160,112,0,1,17,13,4
S01009174,49,106,0,0,4,1,0
S01009175,124,165,0,0,6,13,0
S01009176,248,138,1,0,0,30,8
S01009177,98,94,0,2,137,25,4
S01009178,83,74,3,0,144,26,5
S01009179,77,75,1,1,75,23,2
S01009180,151,119,2,1,153,35,11
S01009181,105,75,0,1,129,10,12
S01009182,166,176,0,2,62,11,4
S01009183,126,115,1,3,4,10,0
S01009184,122,79,0,0,160,15,7
S01009185,106,83,0,0,157,23,4
S01009186,105,111,1,0,75,10,2
S01009187,129,80,0,0,18,6,4
S01009188,128,112,0,0,117,12,5
S01009189,83,69,0,3,160,15,6
S01009190,133,340,0,8,28,10,4
S01009191,72,159,0,0,1,6,0
S01009192,133,95,0,0,15,12,3
S01009193,109,558,0,19,44,17,5
S01009194,195,108,0,1,1,9,4
S01009195,122,159,12,1,8,38,7
S01009196,117,81,0,1,57,24,6
S01009197,175,196,2,4,32,29,0
S01009198,152,89,2,2,40,12,0
S01009199,97,94,0,0,37,11,0
S01009200,207,407,0,12,37,15,1
S01009201,70,78,1,2,83,21,4
S01009202,81,90,0,0,6,6,2
S01009203,67,50,0,1,165,16,1
S01009204,98,122,0,2,112,18,1
S01009205,155,161,0,3,3,45,3
S01009206,153,138,1,3,3,37,0
S01009207,232,80,0,2,3,54,5
S01009208,162,75,0,0,40,25,4
S01009209,177,97,0,1,24,42,6
S01009210,101,67,0,0,17,13,2
S01009211,90,73,0,0,38,19,3
S01009212,137,73,1,1,124,13,8
S01009213,99,98,2,1,104,13,0
S01009214,194,155,0,2,44,15,2
S01009215,111,104,0,2,148,32,9
S01009216,150,151,1,1,125,17,3
S01009217,55,58,0,1,155,14,7
S01009218,152,121,0,2,78,14,5
S01009219,99,80,0,3,93,20,1
S01009220,108,42,0,0,83,26,3
S01009221,91,63,1,1,66,14,0
S01009222,48,66,1,1,80,12,4
S01009223,84,78,0,1,98,14,5
S01009224,73,89,0,0,107,27,1
S01009225,75,70,3,8,95,7,3
S01009226,118,112,1,4,215,41,8
S01009227,95,77,0,0,110,43,4
S01009228,85,60,0,1,96,35,5
S01009229,99,71,0,0,50,36,4
S01009230,93,65,0,1,28,49,1
S01009231,203,173,0,2,54,35,5
S01009232,42,43,0,1,183,19,3
S01009233,100,70,0,0,58,22,2
S01009234,73,70,0,0,244,57,8
S01009235,126,81,0,2,199,36,4
S01009236,129,63,0,2,26,8,4
S01009237,203,147,0,1,4,14,6
S01009238,134,93,0,2,72,21,4
S01009239,105,81,1,2,188,47,4
S01009240,46,47,0,0,207,17,2
S01009241,86,66,0,1,253,20,4
S01009242,169,98,0,0,54,7,5
S01009243,150,135,0,3,68,30,4
S01009244,225,110,0,1,4,19,4
S01009245,183,116,0,0,45,13,2
S01009246,123,105,1,0,112,33,18
S01009247,127,138,2,0,135,25,7
S01009248,137,100,0,0,44,9,13
S01009249,96,80,1,0,199,29,5
S01009250,102,70,0,1,84,13,4
S01009251,120,41,0,2,55,8,4
S01009252,78,78,0,0,2,5,1
S01009253,73,56,0,0,87,19,2
S01009254,66,86,0,0,194,21,8
S01009255,60,82,1,3,131,98,4
S01009256,98,74,1,1,27,12,3
S01009257,115,88,1,0,78,71,4
S01009258,194,200,0,4,18,25,6
S01009259,174,149,2,0,42,8,0
S01009260,148,158,0,2,95,52,6
S01009261,78,60,0,0,186,25,5
S01009262,44,38,0,2,165,18,5
S01009263,146,251,0,3,18,52,2
S01009264,129,80,0,0,4,12,0
S01009265,170,118,0,1,146,35,7
S01009266,161,113,0,1,90,25,3
S01009267,175,98,0,2,31,63,2
S01009268,159,162,1,2,155,30,11
S01009269,67,76,0,1,204,14,5
S01009270,84,69,0,1,117,49,2
S01009271,185,137,0,3,6,15,5
S01009272,72,75,0,0,108,20,5
S01009273,125,65,0,0,9,14,3
S01009274,129,85,0,1,18,10,5
S01009275,156,139,0,9,65,28,7
S01009276,199,121,1,1,39,18,3
S01009277,206,231,1,16,9,32,3
S01009278,108,116,0,1,21,21,1
S01009279,139,143,0,2,53,27,6
S01009280,101,72,0,0,208,22,4
S01009281,103,70,1,2,164,22,4
S01009282,137,108,0,1,56,44,7
S01009283,68,83,0,2,98,19,1
S01009284,178,109,0,0,7,17,4
S01009285,156,139,4,3,13,35,6
S01009286,215,102,1,0,5,33,1
S01009287,205,101,0,1,8,20,1
S01009288,197,103,0,1,34,86,12
S01009289,209,123,0,0,14,27,11
S01009290,184,87,1,1,1,10,0
S01009291,241,149,0,3,2,14,3
S01009292,70,81,1,0,58,29,4
S01009293,113,109,1,1,43,32,2
S01009294,114,128,0,8,29,12,1
S01009295,155,87,0,0,4,15,2
S01009296,86,80,0,0,12,6,0
S01009297,162,151,1,1,5,17,0
S01009298,109,96,0,2,211,110,8
S01009299,160,159,0,1,149,98,3
S01009300,74,77,3,0,105,65,4
S01009301,91,153,8,6,244,145,2
S01009302,72,59,0,1,218,79,2
S01009303,177,111,9,3,32,32,3
S01009304,164,146,0,1,80,40,6
S01009305,114,121,10,6,92,52,12
S01009306,144,208,3,8,105,139,6
S01009307,169,184,0,7,69,198,7
S01009308,105,65,0,1,49,101,5
S01009309,134,106,0,0,42,143,1
S01009310,222,109,7,0,8,41,4
S01009311,77,73,1,0,113,18,0
S01009312,83,125,1,2,54,126,5
S01009313,61,67,0,1,113,38,4
S01009314,126,83,0,0,8,15,1
S01009315,89,64,2,0,93,30,0
S01009316,164,104,1,0,15,33,0
S01009317,199,115,0,0,2,12,0
S01009318,141,83,1,0,5,5,1
S01009319,227,141,15,0,15,17,0
S01009320,148,108,0,0,91,24,3
S01009321,205,67,0,2,3,11,4
S01009322,177,104,0,0,30,22,5
S01009323,133,94,0,0,55,35,8
S01009324,83,80,0,1,56,30,5
S01009325,105,136,4,3,13,26,2
S01009326,52,80,10,2,55,11,0
S01009327,162,90,0,2,46,10,6
S01009328,68,203,1,0,5,39,0
S01009329,93,427,0,25,44,83,3
S01009330,39,70,0,0,72,19,0
S01009331,116,450,0,20,165,30,2
S01009332,178,220,0,3,26,8,0
S01009333,105,174,1,1,107,61,4
S01009334,68,63,0,6,136,39,5
S01009335,92,92,2,0,166,28,10
S01009336,47,57,1,2,173,39,2
S01009337,64,78,0,2,130,38,6
S01009338,87,146,1,4,213,48,8
S01009339,55,92,0,2,255,25,7
S01009340,69,69,0,4,130,30,1
S01009341,77,77,0,7,70,41,3
S01009342,100,108,0,1,85,32,2
S01009343,90,89,0,2,30,31,2
S01009344,74,87,0,5,108,30,5
S01009345,129,145,0,0,49,46,4
S01009346,61,152,0,2,8,6,0
S01009347,78,137,0,0,0,7,0
S01009348,50,108,2,0,0,6,0
S01009349,75,180,1,0,1,28,2
S01009350,37,97,26,5,47,23,2
S01009351,32,115,2,1,3,58,1
S01009352,71,180,0,4,5,24,1
S01009353,73,341,1,14,29,33,1
S01009354,148,503,0,12,59,50,3
S01009355,202,123,0,2,2,25,0
S01009356,254,130,0,0,6,23,1
S01009357,55,95,0,0,3,30,0
S01009358,147,105,0,0,0,4,1
S01009359,89,145,9,1,11,28,0
S01009360,184,125,0,2,20,45,1
S01009361,169,115,0,1,23,23,5
S01009362,250,128,0,5,4,29,3
S01009363,137,109,1,2,71,46,6
S01009364,135,154,0,3,28,29,2
S01009365,100,95,0,0,42,36,4
S01009366,101,102,0,2,55,49,3
S01009367,91,86,0,1,87,36,6
S01009368,65,55,0,0,68,14,6
S01009369,93,94,0,0,60,31,1
S01009370,173,90,0,2,78,38,3
S01009371,76,93,0,1,40,26,6
S01009372,81,62,0,1,56,18,2
S01009373,111,135,2,1,154,78,8
S01009374,133,96,0,1,194,31,8
S01009375,92,106,0,4,101,23,5
S01009376,84,53,0,0,102,24,8
S01009377,77,144,0,2,49,96,0
S01009378,86,103,0,1,139,47,4
S01009379,61,182,0,0,66,31,1
S01009380,85,81,0,1,3,43,2
S01009381,110,107,0,0,18,43,3
S01009382,91,109,0,0,121,48,6
S01009383,118,130,0,1,90,73,4
S01009384,142,72,0,0,12,19,3
S01009385,109,78,0,0,16,19,0
S01009386,103,84,0,0,52,16,1
S01009387,77,142,3,9,94,20,2
S01009388,57,69,2,2,179,43,0
S01009389,177,132,1,0,76,95,1
S01009390,101,118,0,0,3,11,0
S01009391,100,156,0,2,3,15,1
S01009392,64,116,0,2,2,9,1
S01009393,133,115,0,0,4,16,0
S01009394,205,161,0,6,2,113,5
S01009395,216,72,1,0,1,9,3
S01009396,196,85,2,0,2,7,1
S01009397,179,110,0,3,3,50,0
S01009398,126,122,0,2,6,45,1
S01009399,168,96,0,3,5,29,4
S01009400,98,79,0,0,22,20,5
S01009401,182,81,0,0,10,9,1
S01009402,217,135,0,0,7,24,2
S01009403,98,75,0,0,17,14,2
S01009404,67,46,0,0,133,37,4
S01009405,124,55,0,0,5,18,3
S01009406,162,167,1,9,75,47,6
S01009407,104,75,0,1,34,23,2
S01009408,161,179,0,9,21,23,4
S01009409,110,211,0,12,78,27,7
S01009410,88,92,0,2,152,17,2
S01009411,87,95,0,0,115,18,6
S01009412,95,101,0,1,172,30,6
S01009413,181,171,0,4,97,34,9
S01009414,123,98,0,0,54,10,5
S01009415,93,82,0,3,79,62,8
S01009416,96,78,0,0,6,6,5
S01009417,81,259,3,12,85,15,6
S01009418,139,117,2,1,166,68,6
S01009419,77,78,0,0,94,6,2
S01009420,51,51,0,1,143,10,8
S01009421,90,63,1,0,145,13,4
S01009422,156,104,0,0,90,24,4
S01009423,118,290,0,9,51,23,3
S01009424,120,79,1,0,53,13,1
S01009425,164,98,1,1,77,25,6
S01009426,85,78,0,0,181,49,5
S01009427,82,55,0,0,141,32,10
S01009428,89,61,0,0,103,19,6
S01009429,87,54,0,2,145,24,15
S01009430,96,79,2,4,111,25,4
S01009431,103,66,0,1,95,34,4
S01009432,66,69,0,0,164,27,9
S01009433,86,79,2,0,135,19,8
S01009434,63,62,0,1,103,17,1
S01009435,48,48,0,4,205,20,3
S01009436,69,79,0,2,123,21,0
S01009437,106,93,0,0,91,19,2
S01009438,106,94,0,3,190,15,5
S01009439,96,75,1,0,155,20,4
S01009440,82,67,0,0,140,25,2
S01009441,59,57,0,1,205,19,3
S01009442,81,105,0,2,6,21,3
S01009443,183,280,0,11,205,43,8
S01009444,145,114,0,4,12,4,0
S01009445,102,113,1,4,115,21,5
S01009446,95,120,0,0,201,49,11
S01009447,100,61,1,0,91,14,2
S01009448,186,221,0,2,69,23,3
S01009449,82,58,0,0,45,20,4
S01009450,47,55,0,0,140,42,5
S01009451,117,80,1,0,202,45,8
S01009452,72,61,0,1,137,27,8
S01009453,140,116,1,2,105,43,10
S01009454,189,128,1,0,25,50,10
S01009455,229,174,0,7,34,55,6
S01009456,138,184,0,5,107,33,14
S01009457,134,74,0,2,16,34,4
S01009458,140,90,0,1,50,32,5
S01009459,150,97,0,0,132,64,9
S01009460,76,67,0,1,194,46,14
S01009461,80,188,0,0,4,5,2
S01009462,131,100,1,0,53,22,7
S01009463,144,79,0,0,70,14,5
S01009464,187,124,1,1,48,37,4
S01009465,103,85,0,1,48,25,3
S01009466,151,76,0,3,4,6,6
S01009467,179,102,0,0,8,22,6
S01009468,142,92,0,0,114,49,9
S01009469,205,113,0,4,48,39,4
S01009470,123,51,0,0,29,14,4
S01009471,64,30,2,1,237,37,8
S01009472,117,84,0,0,169,46,7
S01009473,86,54,0,0,173,147,10
S01009474,108,74,0,2,181,28,0
S01009475,118,79,0,2,6,19,1
S01009476,91,172,1,6,11,24,4
S01009477,157,121,0,2,38,67,5
S01009478,152,98,1,1,115,125,4
S01009479,165,119,5,3,90,110,4
S01009480,223,109,0,0,44,39,6
S01009481,162,135,0,0,38,119,12
S01009482,104,78,0,1,17,126,2
S01009483,136,134,0,2,6,152,1
S01009484,193,88,0,5,107,77,12
S01009485,111,86,0,3,117,44,6
S01009486,143,70,5,0,37,36,4
S01009487,138,117,0,1,109,50,5
S01009488,96,103,0,0,54,18,0
S01009489,107,81,0,1,146,51,6
S01009490,70,80,0,0,188,26,4
S01009491,133,96,0,2,136,35,9
S01009492,61,87,0,0,72,14,4
S01009493,259,102,0,1,5,10,4
S01009494,187,138,0,1,4,56,4
S01009495,201,145,0,1,4,33,2
S01009496,114,104,0,1,106,40,6
S01009497,181,145,0,0,91,38,5
S01009498,181,86,0,0,3,7,4
S01009499,157,110,0,2,57,19,4
S01009500,74,81,0,3,137,23,10
S01009501,90,77,2,2,208,39,0
S01009502,93,83,1,1,154,30,9
S01009503,76,107,1,0,113,29,3
S01009504,70,66,0,3,133,19,1
S01009505,54,56,0,3,190,34,5
S01009506,67,62,0,2,179,29,4
S01009507,115,104,4,4,99,24,2
S01009508,80,64,1,2,216,22,7
S01009509,102,71,0,5,188,32,9
S01009510,187,100,0,3,3,8,6
S01009511,158,82,0,5,1,8,1
S01009512,166,123,0,6,6,8,1
S01009513,151,75,0,4,2,12,1
S01009514,152,109,0,1,1,18,5
S01009515,127,75,1,3,133,20,6
S01009516,129,99,0,1,99,38,4
S01009517,82,217,0,2,6,33,4
S01009518,55,226,0,4,8,26,0
S01009519,117,185,0,5,43,10,3
S01009520,135,122,0,2,52,23,3
S01009521,150,72,0,2,124,37,2
S01009522,97,104,2,2,129,50,3
S01009523,48,51,1,0,111,36,4
S01009524,62,71,5,1,154,56,13
S01009525,68,64,0,1,69,55,7
S01009526,102,85,0,4,15,134,8
S01009527,112,73,2,3,87,115,3
S01009528,101,38,0,2,130,70,2
S01009529,128,88,0,0,23,14,3
S01009530,158,89,0,1,0,7,1
S01009531,133,157,2,8,255,52,11
S01009532,123,73,1,1,198,46,12
S01009533,92,102,0,4,249,71,9
S01009534,66,56,1,0,269,70,9
S01009535,28,43,0,0,274,40,3
S01009536,71,59,0,0,90,14,4
S01009537,98,59,0,0,73,37,4
S01009538,94,84,0,1,203,88,6
S01009539,161,133,0,4,91,29,5
S01009540,101,91,0,1,190,64,8
S01009541,230,214,0,2,26,64,15
S01009542,62,77,0,0,215,28,3
S01009543,118,81,0,0,70,23,4
S01009544,145,100,0,0,134,75,9
S01009545,97,85,0,0,86,31,3
S01009546,139,207,0,6,118,15,5
S01009547,117,71,1,1,158,42,5
S01009548,82,61,1,1,80,33,4
S01009549,136,115,0,3,44,33,7
S01009550,94,86,0,1,23,13,2
S01009551,81,81,0,0,31,36,2
S01009552,163,126,2,0,90,25,7
S01009553,115,67,0,3,175,46,11
S01009554,113,51,1,0,91,42,4
S01009555,126,114,1,3,74,51,9
S01009556,72,77,1,3,120,50,5
S01009557,87,61,0,0,93,33,3
S01009558,70,65,2,1,113,42,1
S01009559,92,93,2,0,101,54,4
S01009560,92,76,0,0,148,63,3
S01009561,57,53,0,3,135,48,8
S01009562,128,91,0,3,86,37,2
S01009563,145,94,0,2,49,65,8
S01009564,135,80,1,0,64,35,3
S01009565,97,54,0,2,53,38,2
S01009566,133,163,0,1,66,45,10
S01009567,160,104,0,5,77,63,6
S01009568,98,103,0,4,70,42,4
S01009569,135,105,0,3,54,41,6
S01009570,71,71,2,2,60,28,4
S01009571,72,53,0,1,110,55,6
S01009572,108,77,0,0,161,76,9
S01009573,75,59,1,0,126,48,6
S01009574,128,115,2,3,106,76,6
S01009575,77,52,0,0,60,21,4
S01009576,146,50,0,0,7,9,0
S01009577,136,62,0,1,19,2,5
S01009578,109,98,0,1,58,32,2
S01009579,133,90,0,0,171,20,3
S01009580,170,180,0,1,3,21,1
S01009581,100,70,0,0,31,34,1
S01009582,77,86,2,2,35,26,5
S01009583,96,121,2,1,91,49,4
S01009584,91,91,0,0,8,15,2
S01009585,136,117,0,0,85,55,4
S01009586,118,67,0,0,88,19,4
S01009587,144,95,1,1,96,39,7
S01009588,168,136,0,1,84,28,6
S01009589,114,142,1,3,63,25,2
S01009590,139,117,1,0,3,3,2
S01009591,156,112,0,2,2,21,4
S01009592,156,74,1,0,10,5,4
S01009593,137,115,0,0,2,7,2
S01009594,148,107,0,1,1,10,2
S01009595,72,75,0,1,2,6,0
S01009596,92,93,0,1,115,36,4
S01009597,46,72,0,0,193,46,2
S01009598,21,28,0,0,234,9,3
S01009599,132,102,0,0,109,29,3
S01009600,43,45,0,0,172,52,2
S01009601,85,86,0,0,88,49,2
S01009602,143,126,2,2,4,6,0
S01009603,85,51,0,0,29,6,2
S01009604,104,145,0,3,95,16,5
S01009605,45,44,5,1,177,9,2
S01009606,142,162,1,0,13,7,3
S01009607,151,139,2,2,11,5,1
S01009608,98,85,2,1,47,45,3
S01009609,166,122,0,0,18,30,6
S01009610,212,138,0,0,76,61,5
S01009611,123,88,0,2,4,26,8
S01009612,114,73,0,0,60,28,8
S01009613,102,72,0,1,1,8,3
S01009614,119,58,0,0,23,29,11
S01009615,89,56,0,0,21,6,1
S01009616,142,79,0,0,57,50,7
S01009617,165,104,1,0,9,27,4
S01009618,118,83,0,0,83,56,8
S01009619,91,47,0,2,109,60,4
S01009620,105,71,0,1,171,45,4
S01009621,131,66,0,1,111,69,8
S01009622,80,63,0,1,209,49,6
S01009623,73,50,0,0,97,20,4
S01009624,133,86,0,1,140,32,5
S01009625,92,99,1,1,130,48,6
S01009626,70,40,0,0,106,19,5
S01009627,108,104,0,1,104,24,4
S01009628,79,32,0,1,126,17,5
S01009629,152,116,1,0,125,40,4
S01009630,78,81,0,2,161,20,1
S01009631,57,50,0,0,212,59,7
S01009632,60,40,1,0,157,41,2
S01009633,77,49,0,0,145,43,4
S01009634,71,51,0,2,97,25,5
S01009635,166,96,1,4,102,87,5
S01009636,100,53,0,0,137,113,9
S01009637,107,70,0,1,93,39,5
S01009638,72,51,1,0,267,34,5
S01009639,212,95,1,1,7,16,6
S01009640,100,53,0,1,129,76,10
S01009641,159,78,0,1,159,123,8
S01009642,157,122,2,3,82,137,14
S01009643,116,253,0,11,61,15,3
S01009644,129,110,1,1,101,26,4
S01009645,104,84,0,0,76,26,6
S01009646,83,86,0,2,78,20,3
S01009647,98,48,3,0,111,66,6
S01009648,131,129,0,1,109,24,6
S01009649,152,113,0,3,142,40,5
S01009650,241,87,0,0,7,5,3
S01009651,268,170,1,2,69,50,15
S01009652,268,101,0,2,7,30,2
S01009653,154,55,0,0,5,11,1
S01009654,137,67,0,0,41,32,1
S01009655,117,89,0,1,134,14,6
S01009656,109,55,4,0,161,42,5
S01009657,159,93,0,2,89,16,7
S01009658,105,71,1,0,97,13,0
S01009659,96,51,0,0,93,18,3
S01009660,152,135,3,3,134,19,5
S01009661,179,121,0,0,22,35,12
S01009662,144,90,1,0,29,15,5
S01009663,131,87,0,5,36,29,1
S01009664,205,102,1,0,24,60,8
S01009665,124,91,1,1,82,24,0
S01009666,146,86,0,3,54,43,1
S01009667,130,70,0,0,13,10,7
S01009668,113,104,1,0,12,18,3
S01009669,132,63,0,0,15,24,2
S01009670,156,92,0,0,50,33,10
S01009671,114,84,0,0,22,37,7
S01009672,121,88,6,2,129,15,6
S01009673,150,120,1,3,47,23,2
S01009674,184,117,0,5,33,43,1
S01009675,196,108,2,1,34,32,5
S01009676,155,115,2,1,52,33,17
S01009677,133,67,0,0,15,32,3
S01009678,126,77,4,0,34,22,6
S01009679,162,107,0,4,135,71,6
S01009680,159,87,0,3,58,42,5
S01009681,122,103,0,0,46,15,4
S01009682,128,94,0,0,14,36,2
S01009683,195,103,0,1,39,25,8
S01009684,214,145,1,0,71,49,6
S01009685,88,66,0,0,76,30,5
S01009686,119,113,0,3,153,117,1
S01009687,109,91,1,0,49,39,3
S01009688,57,67,0,0,232,51,5
S01009689,90,83,1,1,107,102,3
S01009690,105,88,0,2,74,47,6
S01009691,158,60,11,2,5,25,4
S01009692,277,134,1,2,38,41,4
S01009693,134,99,0,0,4,13,3
S01009694,298,95,5,6,13,26,7
S01009695,129,67,0,1,17,26,3
S01009696,239,107,0,0,27,45,10
S01009697,166,103,2,1,38,35,4
S01009698,151,64,1,1,0,56,11
S01009699,137,26,0,2,27,23,7
S01009700,123,74,0,0,45,63,5
S01009701,144,31,0,0,59,25,5
S01009702,111,61,0,1,42,43,9
S01009703,120,63,0,0,72,34,5
S01009704,249,75,3,1,50,36,12
S01009705,133,69,2,4,119,45,7
S01009706,134,73,0,0,34,51,6
S01009707,106,51,5,0,11,45,3
S01009708,213,110,1,3,112,35,4
S01009709,221,97,1,1,65,46,5
S01009710,73,66,0,0,28,17,2
S01009711,109,70,0,2,98,58,10
S01009712,127,84,0,2,54,35,4
S01009713,225,72,3,0,64,54,16
S01009714,254,93,4,1,78,40,7
S01009715,167,52,2,0,27,100,10
S01009716,173,57,1,0,19,56,3
S01009717,74,22,0,0,108,83,5
S01009718,85,42,4,2,96,106,6
S01009719,90,55,1,2,87,72,7
S01009720,95,39,5,1,112,113,2
S01009721,14,7,1,0,6,162,1
S01009722,182,38,22,4,83,218,11
S01009723,49,16,4,0,50,160,6
S01009724,72,31,2,2,138,206,12
S01009725,55,16,2,0,15,104,0
S01009726,55,13,0,0,13,144,7
